ID,Price,Manufacturer,Model,Prod__year,Category,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box_type
44236195,31988,MERCEDES-BENZ,GL 450,2011,Jeep,True,Petrol,4.5,160000.0,8.0,Tiptronic
44284487,54882,MERCEDES-BENZ,G 350,1995,Jeep,True,Diesel,3.2,213700.0,6.0,Tiptronic
44287084,32929,LAND ROVER,Range Rover,2007,Jeep,True,Diesel,3.6,200000.0,8.0,Tiptronic
44295790,21950,FORD,Transit,2009,Microbus,False,Diesel,2.4,133000.0,4.0,Manual
44298985,11604,MERCEDES-BENZ,E 270 4,2000,Sedan,False,Diesel,2.7,335000.0,5.0,Tiptronic
44343992,86243,MERCEDES-BENZ,S 63 AMG,2010,Sedan,True,Petrol,5.5,183000.0,8.0,Automatic
44386119,7527,MERCEDES-BENZ,S 430,2000,Sedan,True,Petrol,4.3,123456.0,8.0,Tiptronic
44387531,14113,RENAULT,Clio,2010,Universal,False,Diesel,1.5,190000.0,4.0,Manual
44395215,28600,BMW,X6,2011,Jeep,True,Petrol,4.4,1000.0,8.0,Tiptronic
44397422,8000,MERCEDES-BENZ,S 550,2009,Sedan,True,Petrol,5.5,1000.0,8.0,Tiptronic
44440062,18817,MERCEDES-BENZ,E 350,2007,Sedan,True,Petrol,2.8,123000.0,6.0,Manual
44462320,8000,NISSAN,Note,2014,Hatchback,False,Petrol,1.2,61000.0,3.0,Variator
44489566,17000,NISSAN,Note,2016,Hatchback,True,Hybrid,1.2,0.0,3.0,Variator
44517523,6899,AUDI,A4,1999,Sedan,True,Petrol,1.9,193243.0,4.0,Manual
44528385,9408,BMW,318 რესტაილინგი,2004,Sedan,False,Petrol,1.9,81000.0,4.0,Tiptronic
44551202,4391,BMW,528,1996,Sedan,False,Petrol,2.8,360000.0,6.0,Manual
44563390,29793,MERCEDES-BENZ,Smart,2016,Coupe,False,Petrol,1.0,37000.0,3.0,Tiptronic
44586118,67426,PORSCHE,Panamera,2010,Sedan,True,Petrol,4.8,88939.0,8.0,Tiptronic
44586694,6000,MITSUBISHI,Galant GTS,2004,Sedan,True,Petrol,3.8,135000.0,6.0,Tiptronic
44587422,17249,BMW,320,2005,Sedan,False,Diesel,1.9,349930.0,1.0,Automatic
44607769,78403,BMW,X6,2011,Jeep,True,Diesel,4.0,277100.0,6.0,Automatic
44642449,50,TOYOTA,Aqua,2014,Sedan,False,Hybrid,1.5,120000.0,4.0,Automatic
44647852,1550,MITSUBISHI,Minica,2000,Goods wagon,False,Petrol,0.7,48000.0,3.0,Manual
44672035,25089,BMW,M550,2008,Sedan,True,Petrol,4.8,150000.0,8.0,Tiptronic
44674964,14740,MERCEDES-BENZ,E 500 AVG,2005,Sedan,True,Petrol,5.0,56000.0,12.0,Tiptronic
44682053,10976,RENAULT,Kangoo Waggon,2009,Goods wagon,False,Diesel,1.5,160000.0,4.0,Manual
44691279,70,FORD,Transit,2007,Goods wagon,False,Diesel,2.4,350000.0,4.0,Manual
44708655,15367,OPEL,Astra GTC 1.9 turbo dies,2008,Hatchback,True,Diesel,1.9,209000.0,4.0,Manual
44716364,11290,MERCEDES-BENZ,C 240 w203,2004,Universal,False,Petrol,2.6,143000.0,6.0,Automatic
44719048,5645,MITSUBISHI,I,2011,Hatchback,False,Petrol,0.7,92000.0,3.0,Automatic
44724525,6899,FORD,Transit,2000,Microbus,False,Diesel,2.5,193000.0,4.0,Manual
44730542,17500,BMW,X5,2004,Jeep,True,Petrol,4.4,194000.0,8.0,Tiptronic
44739429,68994,VOLKSWAGEN,Crafter 2.5 TDI,2009,Microbus,True,Diesel,2.5,135000.0,4.0,Manual
44755619,7527,MERCEDES-BENZ,C 32 AMG,2001,Sedan,True,Petrol,3.2,247000.0,6.0,Tiptronic
44762753,21796,FORD,Escape SE,2017,Jeep,True,Petrol,1.5,41092.0,4.0,Automatic
44764589,27911,TOYOTA,Sequoia,2008,Jeep,True,Petrol,5.7,244800.0,8.0,Tiptronic
44782614,59586,MERCEDES-BENZ,GL 550,2011,Jeep,True,Petrol,5.5,125000.0,8.0,Tiptronic
44788137,14113,FORD,Transit,1998,Microbus,False,Diesel,2.5,222000.0,4.0,Manual
44807224,28222,MERCEDES-BENZ,C 43 AMG,1999,Sedan,True,Petrol,4.3,61000.0,8.0,Automatic
44818234,21953,HYUNDAI,H1 starixs,2007,Minivan,True,Diesel,2.5,102000.0,4.0,Automatic
44824077,30420,LINCOLN,Town Car,2005,Limousine,True,Petrol,4.6,72000.0,8.0,Automatic
44824360,10976,FORD,Transit,1998,Microbus,False,Diesel,2.5,235000.0,4.0,Manual
44857484,26657,FORD,Mustang,2010,Coupe,False,Petrol,3.7,160000.0,6.0,Automatic
44874446,23834,FORD,Transit,2009,Microbus,False,Diesel,2.4,0.0,4.0,Manual
44902787,18817,BMW,X5 rest,2004,Jeep,True,Petrol,4.4,185000.0,8.0,Tiptronic
44913767,2000,AUDI,A4,1998,Sedan,True,Petrol,2.8,200000.0,6.0,Manual
44919213,20385,PORSCHE,Cayenne,2008,Jeep,True,Petrol,4.8,260000.0,8.0,Tiptronic
44922777,16465,CHEVROLET,Malibu LT,2016,Sedan,False,Petrol,1.5,95085.0,4.0,Automatic
44922837,8311,SUZUKI,CERVO,2010,Universal,False,Petrol,0.6,101000.0,4.0,Manual
44934841,79971,MERCEDES-BENZ,ML 500 AMG,2012,Jeep,True,Petrol,4.7,165000.0,8.0,Tiptronic
44938707,7000,MERCEDES-BENZ,E 280,1994,Sedan,True,Petrol,2.8,271000.0,6.0,Manual
44952894,100,KIA,Optima,2014,Sedan,True,Petrol,2.4,68000.0,4.0,Tiptronic
44954818,11290,FORD,Transit,2000,Microbus,False,Diesel,2.5,111000.0,5.0,Manual
44959077,77775,BMW,X5,2014,Jeep,True,Petrol,3.5,158000.0,6.0,Tiptronic
44979296,16621,BMW,535,2008,Sedan,True,Petrol,3.5,180000.0,6.0,Tiptronic
44984036,78403,BMW,X6,2010,Jeep,True,Petrol,3.5,180000.0,6.0,Tiptronic
44986777,49550,AUDI,Q7,2010,Jeep,True,Diesel,4.2,178000.0,8.0,Tiptronic
45002347,8467,JEEP,Grand Cherokee Saiubileo,1999,Jeep,True,Petrol,5.9,20000.0,8.0,Automatic
45009644,8781,MITSUBISHI,Colt,2005,Hatchback,False,Petrol,1.5,157000.0,4.0,Tiptronic
45018705,8154,HONDA,Edix,2004,Hatchback,False,Petrol,1.7,1000.0,4.0,Automatic
45026582,24462,FORD,Fusion SE,2018,Sedan,True,Petrol,1.5,7368.0,4.0,Automatic
45040861,22894,MERCEDES-BENZ,ML 500,2006,Jeep,True,Petrol,5.0,236000.0,8.0,Automatic
45041479,47042,MERCEDES-BENZ,S 550,2007,Sedan,True,Petrol,5.5,185000.0,8.0,Tiptronic
45041479,47042,MERCEDES-BENZ,S 550,2007,Sedan,True,Petrol,5.5,185000.0,8.0,Tiptronic
45056980,13485,FORD,Fusion,2014,Sedan,True,Petrol,1.5,133260.0,4.0,Automatic
45068345,30734,HONDA,Civic,2016,Sedan,False,Petrol,1.5,66200.0,4.0,Automatic
45091412,27441,MITSUBISHI,Eclipse ES,2018,Jeep,False,Petrol,1.5,17123.0,4.0,Automatic
45092119,18346,CHEVROLET,Malibu LT,2016,Sedan,False,Petrol,1.5,91380.0,4.0,Automatic
45095554,94083,PORSCHE,911,2005,Coupe,True,Petrol,3.8,61000.0,6.0,Tiptronic
45097422,7840,MITSUBISHI,Colt,2006,Hatchback,False,Petrol,1.3,235000.0,4.0,Tiptronic
45104954,40769,FORD,Mustang,2015,Coupe,False,Petrol,3.7,150000.0,6.0,Automatic
45113029,8781,VOLKSWAGEN,Caddy,2003,Goods wagon,False,Diesel,1.9,200000.0,4.0,Manual
45116081,75266,PORSCHE,Panamera,2010,Sedan,True,Petrol,4.8,57000.0,6.0,Tiptronic
45117624,5331,VOLKSWAGEN,Caddy,1999,Pickup,False,Diesel,1.9,260000.0,4.0,Manual
45127563,38260,MERCEDES-BENZ,S 550,2007,Sedan,True,Petrol,5.5,148000.0,8.0,Tiptronic
45133300,10500,FORD,Transit,1997,Goods wagon,False,Diesel,2.5,11111.0,4.0,Manual
45140447,32929,MITSUBISHI,L 200,2011,Pickup,False,Diesel,2.5,190000.0,4.0,Manual
45149755,11604,BMW,X5,2002,Jeep,True,CNG,4.4,222222.0,8.0,Tiptronic
45154672,8500,NISSAN,Note,2012,Hatchback,False,Petrol,1.2,92000.0,3.0,Variator
45156280,72130,PORSCHE,Panamera,2010,Hatchback,True,Petrol,4.8,196800.0,8.0,Tiptronic
45158160,24775,FORD,Focus,2017,Sedan,False,Petrol,1.5,2700.0,4.0,Automatic
45161909,43278,MERCEDES-BENZ,S 350 CDI 320,2011,Sedan,True,Diesel,3.2,240000.0,6.0,Tiptronic
45186690,100,TOYOTA,Camry,2014,Sedan,True,Petrol,2.5,4000.0,6.0,Automatic
45203976,14113,FORD,Transit,2000,Goods wagon,False,Diesel,2.5,190000.0,4.0,Manual
45207126,9000,SUZUKI,Swift,2014,Hatchback,False,Petrol,0.7,11000.0,3.0,Automatic
45209317,18033,FORD,EcoSport,2018,Jeep,False,Petrol,1.0,8813.0,3.0,Automatic
45209376,19601,FORD,Escape,2016,Jeep,True,Petrol,1.5,108295.0,4.0,Automatic
45210294,14113,LAND ROVER,Range Rover,1996,Jeep,True,Diesel,2.5,888888.0,4.0,Manual
45221191,11917,MERCEDES-BENZ,E 500,2003,Sedan,True,Petrol,5.0,150000.0,12.0,Tiptronic
45229113,297930,MERCEDES-BENZ,AMG GT S,2015,Coupe,True,Petrol,4.0,20000.0,8.0,Tiptronic
45234961,56450,LAND ROVER,Land Rover Sport,2012,Jeep,True,Petrol,5.0,165000.0,12.0,Tiptronic
45236355,21953,MINI,Cooper,2015,Coupe,True,Petrol,1.5,53900.0,3.0,Tiptronic
45237191,100355,BMW,X5,2014,Jeep,True,Petrol,4.4,0.0,8.0,Tiptronic
45238206,300,MERCEDES-BENZ,CLS 55 AMG,2009,Sedan,True,Petrol,5.5,123000.0,8.0,Tiptronic
45239809,15681,TOYOTA,Land Cruiser,1993,Jeep,True,Diesel,4.2,126000.0,6.0,Manual
45253360,106627,LEXUS,LX 570,2013,Jeep,True,Petrol,5.7,198600.0,8.0,Tiptronic
45261332,84675,TOYOTA,Land Cruiser,2009,Jeep,True,Diesel,4.5,200000.0,8.0,Automatic
45262815,25089,FORD,Explorer,2016,Jeep,True,Petrol,2.3,59758.0,4.0,Automatic
45263074,26657,CHEVROLET,Equinox LT,2017,Jeep,False,Petrol,1.5,31006.0,4.0,Automatic
45267067,8781,MITSUBISHI,Colt,2005,Hatchback,False,Petrol,1.5,104000.0,4.0,Tiptronic
45290568,26343,FORD,Mustang,2012,Coupe,False,Petrol,3.7,92000.0,6.0,Manual
45291161,260296,LEXUS,LX 570,2018,Jeep,True,Petrol,5.7,17700.0,8.0,Tiptronic
45292333,11133,MERCEDES-BENZ,320,2000,Sedan,True,Diesel,3.2,385000.0,6.0,Tiptronic
45292831,5959,DAIHATSU,Move,2012,Hatchback,False,Petrol,0.7,71000.0,3.0,Automatic
45293586,32929,BMW,X5 X-Drive,2007,Jeep,True,Petrol,4.8,248000.0,8.0,Tiptronic
45293586,32929,BMW,X5 X-Drive,2007,Jeep,True,Petrol,4.8,248000.0,8.0,Tiptronic
45314858,52373,MERCEDES-BENZ,S 500,2010,Sedan,True,Petrol,5.0,125000.0,8.0,Tiptronic
45323823,22266,TOYOTA,Camry,2014,Sedan,True,Petrol,2.5,105600.0,4.0,Tiptronic
45323998,36065,BMW,X5,2012,Jeep,True,Petrol,4.4,186000.0,8.0,Tiptronic
45324007,150,MERCEDES-BENZ,Sprinter,2009,Microbus,True,Diesel,2.7,30000.0,5.0,Manual
45324859,106627,BMW,X6,2015,Jeep,True,Diesel,3.5,150000.0,6.0,Tiptronic
45326522,68994,BMW,X6,2011,Jeep,True,Hybrid,4.4,76000.0,8.0,Tiptronic
45328661,74639,MITSUBISHI,L 200,2019,Pickup,False,Diesel,2.5,0.0,4.0,Manual
45338403,12858,RENAULT,Megane,2008,Goods wagon,True,Diesel,1.5,17400.0,4.0,Manual
45348513,31047,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,3.5,85000.0,6.0,Tiptronic
45349149,10976,FORD,Transit,2001,Microbus,False,Diesel,2.4,171200.0,4.0,Manual
45350122,29793,MERCEDES-BENZ,CLS 63 AMG,2006,Sedan,True,Petrol,6.3,94000.0,8.0,Tiptronic
45367132,71503,TOYOTA,Camry,2019,Sedan,False,Hybrid,2.5,3000.0,4.0,Tiptronic
45369846,8467,MITSUBISHI,Pajero,1997,Jeep,False,Diesel,2.8,278374.0,4.0,Automatic
45370228,5959,SEAT,Leon,2002,Hatchback,False,Diesel,1.9,111111.0,4.0,Manual
45382432,109764,MERCEDES-BENZ,X 250 ევროპული,2018,Pickup,True,Diesel,2.5,43000.0,8.0,Automatic
45395938,21950,FORD,Transit,2011,Goods wagon,False,Diesel,2.4,125000.0,4.0,Manual
45396162,18817,INFINITI,QX56,2006,Jeep,True,Petrol,5.6,219200.0,8.0,Automatic
45396586,25089,MERCEDES-BENZ,GL 450,2012,Jeep,True,Petrol,4.5,9600.0,8.0,Tiptronic
45397225,10000,MERCEDES-BENZ,Sprinter,1998,Microbus,True,CNG,3.2,800000.0,6.0,Manual
45398127,48610,MITSUBISHI,L 200,2015,Pickup,True,Diesel,2.5,76000.0,4.0,Manual
45416515,35438,BMW,X6,2009,Jeep,True,Petrol,4.4,960000.0,8.0,Tiptronic
45416515,35438,BMW,X6,2009,Jeep,True,Petrol,4.4,960000.0,8.0,Tiptronic
45418839,35438,CHEVROLET,Equinox,2018,Jeep,False,Petrol,1.5,9000.0,4.0,Tiptronic
45420737,228935,MERCEDES-BENZ,GLE 63 AMG,2018,Jeep,True,Petrol,5.5,23000.0,8.0,Tiptronic
45423632,21326,NISSAN,Pathfinder,2006,Jeep,False,Diesel,2.5,160000.0,4.0,Manual
45425255,19080,BMW,X5,2005,Jeep,True,Petrol,4.4,195000.0,8.0,Tiptronic
45427273,8467,MITSUBISHI,I,2013,Hatchback,False,Petrol,0.7,126400.0,3.0,Automatic
45427988,12544,MERCEDES-BENZ,S 500,1998,Sedan,True,LPG,5.0,20000.0,8.0,Tiptronic
45433925,79971,MERCEDES-BENZ,ML 250,2015,Jeep,True,Diesel,2.1,52000.0,4.0,Tiptronic
45450698,28225,MERCEDES-BENZ,CLK 55 AMG,2003,Coupe,True,Petrol,5.5,240000.0,8.0,Tiptronic
45451248,12231,MERCEDES-BENZ,E 240,2002,Sedan,True,CNG,2.6,189000.0,6.0,Tiptronic
45451755,7527,SUBARU,Forester,2004,Jeep,True,LPG,2.5,235200.0,4.0,Automatic
45452982,29479,MERCEDES-BENZ,S 550,2006,Sedan,True,Petrol,5.5,128000.0,8.0,Tiptronic
45453122,9095,VOLKSWAGEN,Jetta,2004,Sedan,True,Diesel,1.9,127000.0,4.0,Manual
45455919,7213,MERCEDES-BENZ,E 290,1996,Sedan,False,Diesel,2.9,150000.0,5.0,Automatic
45457799,94083,TOYOTA,Land Cruiser,2012,Jeep,True,Diesel,4.6,195000.0,8.0,Tiptronic
45470139,20385,JEEP,Liberty,2012,Jeep,False,Petrol,3.7,170000.0,6.0,Automatic
45471696,13799,OPEL,Zafira,2010,Minivan,False,Diesel,1.7,176000.0,4.0,Manual
45474391,8467,NISSAN,X-Terra,1999,Sedan,True,Petrol,5.9,210000.0,8.0,Automatic
45474556,65858,PORSCHE,Cayenne,2013,Jeep,True,Petrol,3.6,80000.0,6.0,Tiptronic
45480723,31361,MERCEDES-BENZ,S 550,2006,Sedan,True,Petrol,5.5,225600.0,8.0,Automatic
45480875,15994,MERCEDES-BENZ,311,1998,Goods wagon,False,Diesel,2.8,0.0,6.0,Manual
45481458,21000,MERCEDES-BENZ,GL 450,2006,Jeep,True,LPG,4.5,181000.0,6.0,Automatic
45482091,23521,PORSCHE,Cayenne,2004,Jeep,True,Petrol,4.5,265600.0,8.0,Tiptronic
45486386,3000,BMW,528,1993,Sedan,True,Petrol,2.8,111000.0,6.0,Manual
45489179,11604,FORD,Transit,2002,Goods wagon,False,Diesel,2.4,111111.0,4.0,Manual
45493450,8781,OPEL,Corsa,2009,Goods wagon,False,Diesel,1.3,210000.0,4.0,Manual
45497145,7213,MITSUBISHI,Pajero,1995,Jeep,False,Diesel,2.5,275124.0,4.0,Automatic
45499516,64290,AUDI,A8,2011,Sedan,True,Petrol,4.2,105700.0,8.0,Tiptronic
45506843,10349,OPEL,Corsa,2008,Sedan,False,Diesel,1.3,170000.0,3.0,Manual
45507765,20385,MERCEDES-BENZ,CLS 500,2005,Sedan,True,Petrol,5.0,230000.0,8.0,Tiptronic
45507765,20385,MERCEDES-BENZ,CLS 500,2005,Sedan,True,Petrol,5.0,230000.0,8.0,Tiptronic
45512290,36065,LAND ROVER,Discovery,2009,Jeep,True,Diesel,2.7,147000.0,6.0,Tiptronic
45515025,30734,MERCEDES-BENZ,ML 320,2009,Jeep,True,Diesel,3.2,157000.0,6.0,Tiptronic
45517726,141124,MERCEDES-BENZ,S 550,2014,Sedan,True,Petrol,4.7,148000.0,8.0,Tiptronic
45520675,33870,PORSCHE,Cayenne,2009,Jeep,True,Petrol,4.8,145000.0,6.0,Tiptronic
45523729,24775,MERCEDES-BENZ,CLS 55 AMG,2006,Sedan,True,Petrol,5.5,180000.0,8.0,Tiptronic
45525671,15681,BMW,X5,2004,Jeep,True,Petrol,4.4,224000.0,8.0,Tiptronic
45526373,54882,MERCEDES-BENZ,CLS 550,2012,Sedan,True,Petrol,4.7,100000.0,8.0,Tiptronic
45528330,30734,LAND ROVER,Land Rover Sport,2008,Jeep,True,Diesel,3.6,180000.0,6.0,Tiptronic
45530515,25716,NISSAN,Navara,2007,Pickup,False,Diesel,2.5,220000.0,4.0,Automatic
45534351,11917,MERCEDES-BENZ,E 500 AMG,2003,Sedan,True,Petrol,5.0,150000.0,12.0,Tiptronic
45536951,16308,MERCEDES-BENZ,E 270 AVANGARDI,2002,Sedan,True,Diesel,2.7,248000.0,5.0,Tiptronic
45539949,21953,HYUNDAI,H1,2009,Minivan,True,Diesel,2.5,120000.0,6.0,Tiptronic
45540039,21953,HYUNDAI,H1,2009,Minivan,True,Diesel,2.5,150000.0,6.0,Automatic
45543272,9408,OPEL,Astra,2007,Universal,True,Diesel,1.7,0.0,4.0,Manual
45543938,15681,BMW,X5,2005,Jeep,True,Petrol,4.4,7789999.0,6.0,Automatic
45546246,7840,CITROEN,Berlingo,2002,Goods wagon,False,Diesel,1.9,190000.0,4.0,Manual
